id_sdfn,folio,sdf_nom,latitud,longitud,area_sup,s_deent
1612,8027,RELLENO SANITARIO LAGUNA DE ABOREACHI Y EL AGUAJE,"27,109,942","-107,289,735",240,CHIHUAHUA
1613,8027,RELLENO SANITARIO DE NOROGACHI,"27,240,088","-107,145,185",240,CHIHUAHUA
1614,8045,RELLENO SANITARIO INTERMUNICIPAL,"28,296,887","-105,401,892",110000,CHIHUAHUA
1615,8043,BASURERO MUNICIPAL,"28,862,887","-107,766,982",1500,CHIHUAHUA
1617,28001,BASURERO MUNICIPAL DE ABASOLO,"24,049,993","-9,841,256",20000,TAMAULIPAS
1618,28001,BASURERO MUNICIPAL NICOLAS BRAVO,"24,015,444","-98,282,997",10000,TAMAULIPAS
1619,28001,BASURERO MUNICIPAL GUADALUPE VICTORIA,"24,076,964","-98,237,759",10000,TAMAULIPAS
1620,15124,MANTENIMIENTO Y SERVICIOS AMBIENTALES S.A. DE C.V.,"19,323,864","-99,773,841","67288,63",MEXICO
1621,8027,BASURERO ROCHEACHI,"27,062,843","-107,173,509",240,CHIHUAHUA
1622,14098,RELLENO SANITARIO TECNIFICADO HASARS SA DE CV,"2,092,200,955","-10,345,308,254",1000000,JALISCO
1624,24006,ESTACION CATORCE,"23,697,868","-100,959,694",2000,SAN LUIS POTOSI
1625,24006,TIRADERO MUNICIPAL,"237,061,944","-1,009,030,833",800,SAN LUIS POTOSI
1626,8036,BASURERO MUNICIPAL DE JIMENEZ,"27,147,688","-104,968,571",8534,CHIHUAHUA
1628,15111,MANTENIMIENTO Y SERVICIOS AMBIENTALES S.A. DE C.V.,"19,323,864","-99,773,841","67288,63",MEXICO
1630,15105,PEÑA BLANCA,"18,567,791","-100,341,934",140000,MEXICO
1632,15090,SITIO DE DISPOSICION FINAL DE RESIDUOS SOLIDOS NO PELIGROSOS TENANGO DEL VALLE,"19,088,055","-99,626,111",39266,MEXICO
1641,15114,EJIDO LAS PEÑAS,"19,444,022","-100,053,722",0,ESTADO DE MEXICO
1661,24021,RELLENO SANITARIO,"22,225","-101,049",10000,SAN LUIS POTOSI
1662,17016,RELLENO SANITARIO REGIONAL DE YECAPIXTLA,"1,885,808,611","-9,884,228,333",23840,MORELOS
1721,4008,BASURERO MUNICIPAL,"2,002,359","-9,022,824",0,CAMPECHE
1723,17005,RELLENO SANITARIO REGION PONIENTE,"1,868,251,456","-9,935,591,035","20050,67",MORELOS
1741,14035,RELLENO SANITARIO,"2,151,362,735","-10,218,701,042",20000,JALISCO
1742,14045,VERTEDERO MUNICIPAL,"2,084,557,779","-10,323,531,368",8000,JALISCO
1761,17029,TIRADERO A CIELO ABIERTO MUNICIPAL OJO SECO,"1,891,608,333","-9,906,905,556",9000,MORELOS
1762,6009,RELLENO SANITARIO METROPOLITANO DE TECOMAN,"18,933,785","-103,827,715",0,COLIMA
1763,12058,BASURERO MUNICIPAL DE TELOLOPAN,"18,335,888,889","-99,862,972,222",400,GUERRERO
1784,15026,CERRO DE LAS ANIMAS,"19,804,136","-99,521,286",10000,ESTADO DE MEXICO
1785,14095,BASURERO MUNICIPAL,"2,070,529,947","-10,386,927,966",0,JALISCO
1803,12029,BASURERO MUNICIPAL DE EDUARDO NERI,"17,692,194,444","-99,519,027,778",10000,GUERRERO
1804,12029,BASURERO MUNICIPAL EL HUITECO,"17,596,175","-9,948,475,833",10000,GUERRERO
1805,29011,RELLENO SANITARIO DE MORELOS,"1,952,461,111","-9,812,186,111",150000,TLAXCALA
1806,4002,RELLENO SANITARIO SA DE CV.,"1,988,048,414","-9,045,226,762","162857,12",NUEVO LEON
1807,12062,BASURERO MUNICIPAL EL CORCOBADO,"16,792,861,111","-98,300,416,667",400,GUERRERO
1809,4001,RELLENO SANITARIO,"2,039,223,854","-9,000,882,773",100000,CAMPECHE
1810,17025,TIRADERO DE BASURA EJIDO DE LA COLONIA ANTONIO RIVA PALACIO LOPEZ,"1,858,780,556","-9,911,908,333",0,MORELOS
1811,6008,RELLENO SANITARIO METROPOLITANO DE COLIMA,"19,296,616","-103,807,052",0,COLIMA
1812,14094,RELLENOS SANITARIOS DE MEXICO S.A. DE C.V. O RELLENO DE TEQUILA,"209,113","-1,038,567,194",0,
1814,14124,LA ESTANCIA GRUPO ENERWASTE S.A. DE C.V,"2,064,963,571","-10,315,049,038",120500,JALISCO
1815,15041,MANTENIMIENTO Y SERVICIOS AMBIENTALES S.A. DE C.V.,"19,323,864","-99,773,841","67288,63",MEXICO
1816,15049,EL TECORRAL (TIRADERO A CIELO ABIERTO),"190,425,583","-995,002,383",0,MEXICO
1818,15062,GRUPO CONTADERO S.A. DE C.V.,"194,291,733","-9,948,349",50000,MEXICO
1820,15066,RELLENO SANITARIO RIO GRANDE,"190,546,966","-100,305,855",0,MEXICO
1824,17021,RELLENO SANITARIO REGION PONIENTE,"1,868,251,456","-9,935,591,035","20050,67",MORELOS
1827,17014,RELLENO SANITARIO REGION PONIENTE,"1,868,251,456","-9,935,591,035","20050,67",MORELOS
1841,15040,RED RECOLECTOR SA. DE CV.,"19,167,215","-99,586,588",20104,NS
1842,15107,RELLENO SANITARIO TONATICO,"18,790,186","-99,603,456",40000,MEXICO
1862,15101,GRUPO CONTADERO S.A. DE C.V.,"194,291,733","-9,948,349",50000,MEXICO
1863,6007,RELLENO SANITARIO MANZANILLO,"190,846,086,399,999","-10,426,314,479","11732,2",COLIMA
1864,15012,GRUPO CONTADERO S.A. DE C.V.,"194,291,733","-9,948,349",50000,MEXICO
1866,17007,RELLENO SANITARIO LA PERSEVERANCIA,"1,878,476,715","-989,166,181",35000,MORELOS
1867,14046,CERRO COLORADO,"2,115,105,003","-10,250,030,041",35000,JALISCO
1869,14014,VERTEDERO CAMINO SAN SEBASTIAN,"200,322,196","-10,349,058,659",0,JALISCO
1871,10003,BASURERO MUNICIPAL DE CONETO DE COMONFORT,"2,498,610,698","-10,477,313,592",400,DURANGO
1872,10003,BASURERO DE NOGALES,"24,977,971,111","-10,470,885,333",0,DURANGO
1873,10003,BASURERO DE LAJAS,"24,898,229,722","-10,468,611,111",0,DURANGO
1874,29039,RELLENO SANITARIO DE MORELOS,"1,952,461,111","-9,812,186,111",150000,TLAXCALA
1875,10013,TIRADERO DE BERMEJILLO,"2,589,057,585","-10,364,828,184",20000,DURANGO
1876,10013,TIRADERO MUNICIPAL DE MAPIMI,"2,581,706,012","-10,386,013,208",10000,DURANGO
1877,10033,BASURERO MUNICIPAL DE SUCHIL,"2,362,399,396","-10,394,501,828",400,DURANGO
1878,10038,RELLENO SANITARIO LOMA LARGA,"23,766,571","-1,039,681,861",7200,DURANGO
1881,29015,RELLENO SANITARIO TONSIL,"19,332,125","-9,828,806,667",680000,TLAXCALA
1882,29018,RELLENO SANITARIO TONSIL,"19,332,125","-9,828,806,667",680000,TLAXCALA
1883,10006,LA LAGUNILLA,"2,467,962,715","-10,324,749,646","1266,64",DURANGO
1884,10008,BASURERO DE LA MINA,"2,449,795,042","-10,412,779,317",0,DURANGO
1885,10008,BASURERO ENTRONQUE A ALLENDE,"2,450,496,944","-1,040,097,295",0,DURANGO
1886,14026,RELLENO SANITARIO INTERMUNICPAL SIMAR SURESTE,"19,986,161,111","-10,305,335,556",600000,JALISCO
1887,10014,RELLENO SANITARIO MUNICIPAL,"2,348,798,853","-10,440,175,422",0,DURANGO
1888,10016,TIRADERO DE NOMBRE DE DIOS,"2,387,233,889","-10,423,041,598",23000,DURANGO
1889,10016,TIRADERO DE SAN JOSE DE LA PARRILLA,"2,374,823,772","-10,410,442,298",2500,DURANGO
1890,10016,SAN JOSE DE TUITAN,"2,402,744","-104,259,893",4800,DURANGO
1891,10016,SANTA CRUZ DE GUADALUPE,"23,857,819","-104,165,767",3000,DURANGO
1892,10020,BASURERO DE FRANCISCO I. MADERO,"2,438,687,577","-10,433,207,232",0,DURANGO
1893,10026,BASURERO DE TAYOLTITA,"2,409,186,492","-10,594,460,723",0,DURANGO
1894,10026,RELLENO SANITARIO DE SAN MIGUEL DE CRUCES,"2,443,504,374","-10,577,491,825",0,DURANGO
1895,10028,BASURERO DE SAN JUAN DEL RIO,"2,477,673,543","-10,444,782,697",0,DURANGO
1896,10028,BASURERO MUNICIPAL DE SAN LUCAS DE OCAMPO (10 DE OCTUBRE),"24,734,443","-104,625,378",0,DURANGO
1897,10031,BASURERO SANTA CLARA,"2,449,971,456","-10,335,095,243",0,DURANGO
1898,10022,RELLENO SANITARIO DE POANAS,"23,973,053","-104,017,798",2000,DURANGO
1899,29043,RELLENO SANITARIO DE MORELOS,"1,952,461,111","-9,812,186,111",150000,TLAXCALA
1901,14089,POTRERO LA PITAYERA,"2,008,817,065","-10,355,058,829",10000,JALISCO
1921,29050,RELLENO SANITARIO TONSIL,"19,332,125","-9,828,806,667",680000,TLAXCALA
1922,15047,SITIO DE DISPOSICION FINAL RANCHO SAN FRANCISCO MADROÑO,"1,953,752","-99,637,686",20000,MEXICO
1926,11003,RELLENO SANITARIO MUNICIPAL PALO COLORADO,"210,161,349,999,999","-10,074,422",13000,GUANJUATO
1928,11027,RELLENO SANITARIO DE BUENAVISTA DE VALTIERRA,"205,010,039,999,999","-101,268,517",20000,GUANAJUATO
1929,11025,RELLENO SANITARIO MUNICIPAL PURISIMA DEL RINCON,"210,592,119,999,999","-101,876,273",53000,GUANAJUATO
1931,15027,RED RECOLECTOR SA. DE CV.,"19,167,215","-99,586,588",20104,NS
1932,15051,GRUPO CONTADERO S.A. DE C.V.,"194,291,733","-9,948,349",50000,MEXICO
1933,15048,SITIO DE DISPOSICION FINAL DE RESIDUOS SOLIDOS URBANOS MUNICIPALES,"1,964,664","-9,980,052",900,MEXICO
1941,29047,RELLENO SANITARIO DE MORELOS,"1,952,461,111","-9,812,186,111",150000,TLAXCALA
1942,29046,RELLENO SANITARIO DE MORELOS,"1,952,461,111","-9,812,186,111",150000,TLAXCALA
1943,29038,RELLENO SANITARIO DE MORELOS,"1,952,461,111","-9,812,186,111",150000,TLAXCALA
1944,14125,BASURERO MUNICIPAL DE SAN IGNACIO CERRO GORDO,"2,074,182,013","-1,025,077,198",313,JALISCO
1947,29040,RELLENO SANITARIO DE MORELOS,"1,952,461,111","-9,812,186,111",150000,TLAXCALA
1949,11045,TIRADERO MUNICIPAL,"2,134,915","-99,964,222",1400,GUANAJUATO
1950,12023,BASURERO MUNICIPAL DE CUAJINICUILAPA,"16,493,861,111","-98,411,861,111",30000,GUERRERO
1951,12023,BASURERO DE SAN NICOLAS,"16,445,222,222","-9,850,475",15000,GUERRERO
1952,11039,SITIO DE DISPOSICION FINAL DE RESIDUOS SOLIDOS,"20,260,052","-100,751,278",0,GUANAJUATO
1954,11029,RELLENO SANITARIO DE SAN DIEGO DE LA UNION,"21,449,807","-100,828,273,999,999",30000,GUANAJUATO
1955,14111,RELLENO SANITARIO MUNICIPAL DEL H AYUNTAMIENTO DE VALLE DE GUADALUPE,"2,103,282,633","-10,264,943,729",2500,JALISCO
1958,11018,TIRADERO A CIELO ABIERTO,"20,436,934","-101,046,706",40256,GUANAJUATO
1959,12035,BASURERO MUNICIPAL LOMA DE COYOTES,"18,325,466,667","-99,591,258,333","109566,25",MORELOS
1961,15014,RELLENO SANITARIO DE ATLACOMULCO,"19,837,678","-99,840,872",0,MEXICO
1962,12037,BASURERO MUNICIPAL DE IXCATEOPAN DE CUAUHTEMOC,"18,472,722,222","-99,795,777,778",1500,GUERRERO
1963,15042,SITIO DE DISPOSICION FINAL DE RESIDUOS SOLIDOS URBANOS MUNICIPALES,"1,964,664","-9,980,052",900,MEXICO
1967,11004,RELLENO SANITARIO APASEO EL ALTO,"204,697,889,999,999","-100,643,811",31961,GUANAJUATO
1968,12039,BASURERO MUNICIPAL DE JUAN R. ESCUDERO,"17,152,222,222","-9,952,025",1600,GUERRERO
1969,12039,BASURERO DE LA COMUNIDAD DE LA PALMA,"1,707,683,889","-9,950,580,278",0,GUERRERO
1971,11006,BASURERO MUNICIPAL,"212,636,539,999,999","-99,735,377",0,GUANAJUATO
1972,11008,RELLENO SANITARIO MUNICIPAL,"207,949,699,999,999","-10,196,469",0,GUANAJUATO
1973,12040,BASURERO MUNICIPAL LOS TEPETATES,"1,770,325","-996,975",1600,GUERRERO
1974,11009,BASURERO MUNICIPAL,"206,749,769,999,999","-100,771,114",0,GUANAJUATO
1975,11012,SITIO DE DISPOSICION FINAL DE RESIDUOS SOLIDOS URBANOS MUNICIPALES,"205,686,639,999,999","-1,016,487",0,GUANAJUATO
1976,15119,RED RECOLECTOR SA. DE CV.,"19,167,215","-99,586,588",20104,NS
1977,18010,BASURERO MUNICIPAL DE ROSAMORADA,"22,095,058,333","-105,205,578,329,999",20000,NAYARIT
1978,18010,BASURERO EJIDAL DE SAN VICENTE,"219,949,333,329,999","-10,529,988,333",10000,NAYARIT
1979,18010,BASURERO DE PIMIENTILLO-PERICOS,"22,015,531,667","-10,539,708,333",5000,NAYARIT
1982,28002,BASURERO MUNICIPAL DE ALDAMA,"22,925,069","-98,017,597",20000,TAMAULIPAS
1984,30004,BASURERO MUNICIPAL LA REFORMA,"19,525,759","-96,583,659",50000,VERACRUZ DE IGNACIO DE LA LLAVE
1985,30004,CARRETERA PASO  DEL CEDRO,"19,506,274","-96,376,888",10000,VERACRUZ DE IGNACIO DE LA LLAVE
1986,18018,RELLENO SANITARIO COAMILES,"21,917,036,111","-10,522,472,667",35000,NAYARIT
2001,29020,RELLENO SANITARIO DE NANACAMILPA,"19,534,254","-985,355,541",72000,TLAXCALA
2002,29021,RELLENO SANITARIO DE NANACAMILPA,"19,534,254","-985,355,541",72000,TLAXCALA
2003,29055,RELLENO SANITARIO DE MORELOS,"1,952,461,111","-9,812,186,111",150000,TLAXCALA
2004,29058,RELLENO SANITARIO TONSIL,"19,332,125","-9,828,806,667",680000,TLAXCALA
2006,29002,RELLENO SANITARIO TONSIL,"19,332,125","-9,828,806,667",680000,TLAXCALA
2007,11020,CENTRO DE TRATAMIENTO DE RESIDUOS EL VERDE,"21,176,683","-101,772,372",60000,GUANAJUATO
2010,11040,DEPOSITO DE BASURA MUNICIPAL,"21,089,267","-100,197,365",200,GUANAJUATO
2021,29028,RELLENO SANITARIO TONSIL,"19,332,125","-9,828,806,667",680000,TLAXCALA
2022,29059,RELLENO SANITARIO TONSIL,"19,332,125","-9,828,806,667",680000,TLAXCALA
2024,15054,RED RECOLECTOR SA. DE CV.,"19,167,215","-99,586,588",20104,NS
2025,15054,SITIO DE DISPOSICION FINAL DE RESIDUOS SOLIDOS NO PELIGROSOS TENANGO DEL VALLE,"19,088,055","-99,626,111",39266,MEXICO
2026,15054,MANTENIMIENTO Y SERVICIOS AMBIENTALES S.A. DE C.V.,"19,323,864","-99,773,841","67288,63",MEXICO
2027,29005,RELLENO SANITARIO DE MORELOS,"1,952,461,111","-9,812,186,111",150000,TLAXCALA
2030,18011,BASURON,"21,929,877","-105,142,842,599,999",20000,NAYARIT
2032,29029,RELLENO SANITARIO TONSIL,"19,332,125","-9,828,806,667",680000,TLAXCALA
2033,15055,BASURERO MUNICIPAL DE MEXICALTZINGO,"19,216,139","-99,598,572",0,MEXICO
2035,15074,SITIO DE DISPOSICION FINAL,"1,973,068","-9,993,824",0,MEXICO
2036,15077,TIRADERO MUNICIPAL LOS BERROS,"1,899,722","-10,006,963",0,MEXICO
2038,15086,TIRADERO A CIELO ABIERTO LOS HORNOS,"19,038,128","-100,054,808",0,MEXICO
2042,18017,EL IXTETE,"2,154,810,556","-104,892,252,799,999",0,NAYARIT
2061,29051,RELLENO SANITARIO TONSIL,"19,332,125","-9,828,806,667",680000,TLAXCALA
2062,14105,VERTEDERO MUNICIPAL DE TOTOTLAN,"2,056,299,719","-10,284,675,919",10000,JALISCO
2063,15076,GRUPO CONTADERO S.A. DE C.V.,"194,291,733","-9,948,349",50000,MEXICO
2065,15007,MANTENIMIENTO Y SERVICIOS AMBIENTALES S.A. DE C.V.,"19,323,864","-99,773,841","67288,63",MEXICO
2066,15080,MANTENIMIENTO Y SERVICIOS AMBIENTALES S.A. DE C.V.,"19,323,864","-99,773,841","67288,63",MEXICO
2084,12046,BASURERO MUNICIPAL DE OMETEPEC,"16,710,027,778","-98,431,027,778",20000,GUERRERO
2085,12060,BASURERO DE LA COMUNIDAD DE CHONTALCOATLAN,"18,657,383,333","-99,577,955,556","1,426,179",GUERRERO
2086,12060,LA GRABA,"1,867,872,222","-9,968,426,944",0,GUERRERO
2091,15082,RELLENO SANITARIO CERRO DEL CHIRIMOYO,"1,884,444","-100,151,196","38,045,052",ESTADO DE MEXICO
2092,12071,BASURERO MUNICIPAL CERRO BASTON,"1,678,728,889","-981,993",11400,GUERRERO
2094,12075,BASURERO MUNICIPAL DE EDUARDO NERI,"17,692,194,444","-99,519,027,778",10000,GUERRERO
2095,10001,BASURERO DE CANATLAN,"2,451,158,482","-10,477,880,425",80000,DURANGO
2101,15098,RED RECOLECTOR SA. DE CV.,"19,167,215","-99,586,588",20104,NS
2103,14093,VERTEDERO MUNICIPAL SAN BARTOLO,"2,096,100,204","-10,279,666,551","75,341,096",JALISCO
2104,15106,RED RECOLECTOR SA. DE CV.,"19,167,215","-99,586,588",20104,NS
2105,15106,MANTENIMIENTO Y SERVICIOS AMBIENTALES S.A. DE C.V.,"19,323,864","-99,773,841","67288,63",MEXICO
2106,15106,GRUPO CONTADERO S.A. DE C.V.,"194,291,733","-9,948,349",50000,MEXICO
2107,12060,BASURERO MUNICIPAL DE TETIPAC LOS ARCOS,"1,865,560,167","-9,963,846,667",5000,GUERRERO
2109,14076,VERTEDERO MUNCIPAL,"2,168,417,091","-10,385,569,157",20000,JALISCO
2121,32001,BASURERO MUNICIPAL DE APOZOL,"21,466,909","-103,072,414",0,ZACATECAS
2124,17015,RELLENO SANITARIO REGION PONIENTE,"1,868,251,456","-9,935,591,035","20050,67",MORELOS
2141,15095,RELLENO SANITARIO TEPOTZOTLAN,"19,757,178","-99,228,455",520000,TAMAULIPAS
2142,14087,EL MAL PAIS,"19,522,108","-103,303,839",150000,JALISCO
2144,17028,RELLENO SANITARIO LA PERSEVERANCIA,"1,878,476,715","-989,166,181",35000,MORELOS
2145,17010,RELLENO SANITARIO LA PERSEVERANCIA,"1,878,476,715","-989,166,181",35000,MORELOS
2146,25013,SITIO DE DISPOSICION FINAL BASURON PUBLICO MUNICIPAL,"254,572,499,999,999","-1,078,732,778",0,SINALOA
2147,25013,SITIO DE DISPOSICION FINAL BASURON PUBLICO MUNICIPAL DE LA SINDICATURA DE PERICOS,"250,699,499,999,999","-107,719,097,199,999",0,SINALOA
2148,25013,BASURERO MUNICIPAL DE LA SINDICATURA MELCHOR OCAMPO,"250,517","-107,882,284",0,SINALOA
2149,25016,SITIO DE DISPOSICION FINAL BASURON MUNICIPAL CABECERA MUNICIPAL,"239,678,254,899,999","-10,642,640,985",20000,SINALOA
2150,25016,SITIO DE DISPOSICION FINAL BASURON COYOTITAN,"2,381,481,269","-10,657,918,861",2000,SINALOA
2151,25016,SITIO DE DISPOSICION FINAL BASURON PIAXTLA,"238,394","-1,066,105,556",30000,SINALOA
2153,25016,SITIO DE DISPOSICION FINAL TIRADERO DIMAS,"237,272,329,699,999","-10,673,973,178",40000,SINALOA
2154,30002,BASURERO MUNICIPAL EL BORDO,"19,684,364","-96,831,118",500,VERACRUZ DE IGNACIO DE LA LLAVE
2155,11044,TIRADERO MUNICIPAL A CIELO ABIERTO,"20,521,189","-100,939,538",0,GUANAJUATO
2161,14079,VERTEDERO MUNICIPAL DE GOMEZ FARIAS,"1,977,393,981","-10,352,004,519",0,JALISCO
2162,17013,RELLENO SANITARIO LA PERSEVERANCIA,"1,878,476,715","-989,166,181",35000,MORELOS
2182,11001,RELLENO SANITARIO REGIONAL,"203,798,439,999,999","-101,467,113",15000,MEXICO
2183,11002,RELLENO SANITARIO DEL MUNICIPIO DE ACAMBARO,"19,995,117","-10,078,622",0,GUANAJUATO
2188,25005,SITIO DE DISPOSICION FINAL BASURON PUBLICO MUNICIPAL,"244,131,666,699,999","-1,067,103,333",100000,SINALOA
2189,11010,RELLENO SANITARIO CORONEO,"201,949,669,999,999","-100,341,649",5000,GUANAJUATO
2190,10012,RELLENO SANITARIO LERDO,"255,490,694","-10,356,390,474",49000,DURANGO
2192,10023,RELLENO SANITARIO EL SALTO,"237,940,069","-10,532,209,326",0,DURANGO
2193,14073,EL DUARTE,"2,120,848,982","-10,233,777,782",134243,JALISCO
2195,11019,RELLENO SANITARIO JERECUARO,"2,011,464","-10,052,905",245,GUANAJUATO
2196,17011,RELLENO SANITARIO LA PERSEVERANCIA,"1,878,476,715","-989,166,181",35000,MORELOS
2197,17011,TIRADERO A CIELO ABIERTO RANCHO EL CORONEL,"1,867,905,556","-9,906,266,667",0,MORELOS
2198,10036,BASURERO CECEDA,"2,605,373,384","-103,385,382",20000,DURANGO
2199,10027,BASURERO MUNICIPAL DE SAN JUAN DE GUADALUPE,"2,462,941,238","-10,276,689,341",2400,DURANGO
2200,17006,RELLENO SANITARIO LA PERSEVERANCIA,"1,878,476,715","-989,166,181",35000,MORELOS
2202,14023,VERTEDERO MUNICIPAL DE ZAPOTLAN EL GRANDE,"1,965,893,941","-10,346,942,013","15848,34",JALISCO
2203,10005,RELLENO SANITARIO DE DURANGO,"2,388,960,083","-1,045,160,778",42000,DURANGO
2204,22001,RELLENO SANITARIO TIPO C,"2,019,025,866","-10,012,787,709",40000,QUERETARO
2205,10007,RELLENO SANITARIO MUNICIPAL,"2,559,188,892","-1,035,729,917",420000,DURANGO
2206,17009,TIRADERO A CIELO ABIERTO EL TEZONTLE,"1,905,786,111","-9,926,236,111","59,423",MORELOS
2243,14066,VERTEDERO SAN LUIS DEL AGUA CALIENTE,"203,674","-102,818,719",25000,JALISCO
2261,17017,BASURERO CAMPO EL GUARIN,"18,650,644,444","-99,391,594,444",0,MORELOS
2263,11030,RELLENO SANITARIO DE SAN FELIPE,"215,195,429,999,999","-101,253,024,999,999",10000,GUANAJUATO
2265,32031,BASURERO MUNICIPAL DEL MUNICIPIO DE MONTE ESCOBEDO,"22,304,714","-103,524,377",600000,ZACATECAS
2266,11033,SAGRADO CORAZON DE JESUS,"21,304,261","-100,422,528",0,GUANAJUATO
2267,29007,RELLENO SANITARIO BENITO JUAREZ,"19,374,725","-9,789,744,444",75000,TLAXCALA
2269,29003,RELLENO SANITARIO DE MORELOS,"1,952,461,111","-9,812,186,111",150000,TLAXCALA
2270,24024,RELLENO SANITARIO INTERMUNICIPAL,"2,203,656,347","-9,999,155,636",10000,SAN LUIS POTOSI
2271,11034,RELLENO SANITARIO DE SANTA CATARINA,"21,172,677","-100,075,428",0,GUANAJUATO
2273,29012,RELLENO SANITARIO DE NANACAMILPA,"19,534,254","-985,355,541",72000,TLAXCALA
2274,17030,RELLENO SANITARIO REGIONAL DE YECAPIXTLA,"1,885,808,611","-9,884,228,333",23840,MORELOS
2275,29009,RELLENO SANITARIO DE MORELOS,"1,952,461,111","-9,812,186,111",150000,TLAXCALA
2279,11038,RELLENO SANITARIO DE TARANDACUAO,"19,993,572","-100,484,885",10000,GUANAJUATO
2282,11032,TIRADERO MUNICIPAL DE SAN JOSE ITURBIDE,"209,962,349,999,999","-100,348,097",50000,GUANAJUATO
2289,32002,BASURERO MUNICIPAL DE APULCO,"21,384,498","-102,696,622",6200,ZCATECAS
2290,32002,TIRADERO DE TENAYUCA,"21,503,493","-102,628,701",1256,ZACATECAS
2291,11046,RELLENO SANITARIO,"20,148,043","-10,107,898",30000,GUANAJUATO
2292,17002,RELLENO SANITARIO REGIONAL DE YECAPIXTLA,"1,885,808,611","-9,884,228,333",23840,MORELOS
2293,22018,TIRADERO MUNICIPAL,"2,085,919,167","-9,987,634,167",0,QUERETARO
2297,17023,RELLENO SANITARIO LA PERSEVERANCIA,"1,878,476,715","-989,166,181",35000,MORELOS
2299,24041,BASURERO MUNICIPAL,"216,645,278","-988,791,944",495,SAN LUIS POTOSI
2300,30013,BASURERO MUNICIPAL DE NARANJOS.,"21,316,428","-97,692,746",0,VERACRUZ
2305,32030,BASURERO MUNICIPAL DE MOMAX,"21,927,504","-103,302,322",1000,ZACATECAS
2308,17022,RELLENO SANITARIO REGIONAL DE YECAPIXTLA,"1,885,808,611","-9,884,228,333",23840,MORELOS
2309,32032,JUNTA INTERMUNICIPAL PARA LA OPERACION DE RELLENO SANITARIO (JIORESA),"22,800,749","-102,508,465",18000,ZACATECAS
2310,29057,RELLENO SANITARIO TONSIL,"19,332,125","-9,828,806,667",680000,TLAXCALA
2313,32033,BASURERO MUNICIPAL DE MOYAHUA DE ESTRADA,"21,260,432","-103,174,196",25000,ZACATECAS
2314,29027,RELLENO SANITARIO TONSIL,"19,332,125","-9,828,806,667",680000,TLAXCALA
2317,24034,BASURERO MUNICIPAL,"217,124,535","-985,809,028",3500,SAN LUIS POTOSI
2318,22006,CENTRO ECOLOGICO DE MANEJO INTEGRAL DE RESIDUOS QUERETARO,"20,700,589","-99,975,214",55000,QUERETARO
2321,22010,RELLENO SANITARIO RINCON DE LAS ANIMAS,"2,117,008,333","-9,928,649,722","10017,37",QUERETARO
2322,32034,BASURERO MUNICIPAL DE NOCHISTLAN DE MEJIA,"21,369,137","-102,757,731",15000,ZACATECAS
2323,22017,RELLENO SANITARIO MUNICIPAL,"2,051,955,278","-9,986,438,611",20000,QUERETARO
2325,32003,BASURERO MUNICIPAL DE ATOLINGA,"21,809,373","-103,482,368",0,ZACATECAS
2341,22014,RELLENO SANITARIO MUNICIPAL,"206,779,748","-10,048,778,391",200000,QUERETARO
2342,32035,BASURERO MUNICIPAL DE NORIA DE ANGELES,"22,452,101","-101,916,527",0,ZACATECAS
2343,32035,TIRADERO DE SAN PANCHO,"2,234,448,666","-1,018,251,683",0,ZACATECAS
2344,32035,TIRADERO MARAVILLAS,"22,396,915","-102,010,454",0,ZACATECAS
2345,32035,TIRADERO GENERAL GUADALUPE VICTORIA (LA HONDA),"22,405,153","-10,183,456",0,ZACTECAS
2352,24042,RELLENO SANITARIO TANQUIAN,"215,925,833","-987,015,667",25000,SAN LUIS POTOSI
2353,32004,BASURERO MUNICIPAL DE BENITO JUAREZ,"21,479,253","-103,564,217",0,ZACATECAS
2356,32005,BASURERO MUNICIPAL DE CALERA,"22,980,816","-102,666,736",0,ZACATECAS
2357,32005,BASURERO DE RAMON LOPEZ VELARDE,"23,057,289","-102,667,777",0,ZACATECAS
2359,24044,RECOLECTOR SANITARIO,"238,576,667","-1,009,564,722",25000,SAN LUIS POTOSI
2367,24050,CENTRO DE ACOPIO,"218,155","-1,009,460,278",67514,SAN LUIS POTOSI
2368,24054,RELLENO SANITARIO PALMIRA,"2,165,329,201","-9,897,609,027",40000,SAN LUIS POTOSI
2369,24035,SITIO CONTROLADO DE DISPOSICION FINAL DE RESIDUOS SOLIDOS URBANOS,"222,145,056","-1,009,314,528","41252,23",SAN LUIS POTOSI
2370,32039,BASURERO MUNICIPAL DE RIO GRANDE,"23,861,084","-103,055,917",30000,ZACATECAS
2371,32040,BASURERO MUNICIPAL DE SAIN ALTO,"2,358,922","-103,242,778",20000,ZACATECAS
2375,32043,BASURERO MUNICIPAL DE SUSTICACAN,"22,614,744","-103,115,851","3026,05",ZACATECAS
2376,32043,BASURERO ORGANICO DE SUSTICACAN,"22,613,393","-103,113,964",2895,ZACATECAS
2377,32044,RELLENO SANITARIO DE TABASCO,"21,870,369","-102,950,573",0,ZACATECAS
2379,32047,BASURERO MUNICIPAL DE TEUL DE GONZALEZ ORTEGA,"21,487,439","-10,348,306",0,ZACATECAS
2380,32047,TIRADERO DE HUITZILA,"212,037","-10,360,771",0,ZACATECAS
2381,32037,BASURERO MUNICIPAL DE PANUCO,"22,967,491","-102,537,813",15000,ZACATECAS
